time,original,ema,median,kalman,butterworth
22426025,10,-169.1272656217736,-435.0,-231.75477471611873,-99.52705919329469
22451025,-81,-133.87635937306416,-365.0,-191.02743585724923,-40.55666604171691
22476029,-6,-82.7258156238385,-339.0,-141.0411246937315,17.92665651302196
22501032,96,-11.235489374303093,-233.0,-77.00299238867936,84.32756514434249
22526036,153,54.458706375418146,-232.0,-14.866255245811544,150.53375227506825
22551044,220,120.6752238252509,-81.0,48.58432256787516,214.4507457079422
22576048,301,192.80513429515054,-6.0,116.77598579995242,274.1964820785395
22601052,359,259.28308057709035,10.0,182.2143079005802,324.23759169411926
22626059,371,303.9698483462542,96.0,233.2159353337257,363.5558857273554
22651067,420,350.3819090077525,153.0,283.67681068195424,395.1790217054865
22676075,444,387.8291454046515,220.0,326.98911618329765,418.24185847395086
22701075,457,415.4974872427909,301.0,362.11236405730216,430.69908402485606
22726079,448,428.49849234567455,359.0,385.31544243019215,433.5681197799132
22751084,445,435.0990954074047,371.0,401.4395964104864,429.0933495440493
22776090,457,443.8594572444428,420.0,416.44958457428896,415.5578391202287
22801094,402,427.1156743466657,420.0,412.54593954258013,390.64046814431657
22826098,382,409.0694046079994,420.0,404.2937642276965,356.45360113427074
22851102,356,387.84164276479964,420.0,391.2469038269198,311.1825378077364
22876105,261,337.10498565887974,420.0,356.059893681029,253.2042427417374
22901113,187,277.06299139532786,420.0,310.3873132247396,189.21250111539197
22926117,129,217.8377948371967,402.0,261.38440380236887,124.39681122705807
22951121,86,165.10267690231802,382.0,214.00321764975442,55.73071593103823
22976128,-33,85.86160614139081,356.0,147.27376404938997,-18.129959961607696
23001129,-128,0.31696368483448367,261.0,72.90684672615848,-87.90198766748605
23026132,-139,-55.40982178909931,187.0,15.658895744954755,-148.87077963189978
23051136,-222,-122.0458930734596,129.0,-48.546131247099815,-206.09240450642386
23076140,-266,-179.62753584407577,86.0,-107.29264468621663,-260.4756834951699
23101144,-342,-244.5765215064455,-33.0,-170.70029469619993,-308.6249238645405
23126148,-361,-291.14591290386727,-128.0,-222.11094220136445,-347.9584534226204
23151152,-399,-334.2875477423204,-139.0,-269.89861997778786,-379.0909631049683
23176156,-425,-370.57252864539225,-222.0,-311.80022126065273,-402.4292460711325
23201160,-444,-399.94351718723533,-266.0,-347.5148126951441,-416.17019492945343
23226163,-429,-411.5661103123412,-342.0,-369.5285422210752,-421.0010630992789
23251167,-464,-432.53966618740475,-361.0,-395.0505933846213,-416.38293883761287
23276171,-427,-430.32379971244285,-399.0,-403.6819240473788,-398.1128194446006
23301175,-386,-412.5942798274657,-399.0,-398.9050424281368,-366.98809401617297
23326182,-302,-368.3565678964794,-399.0,-372.7255432544906,-332.0550400149534
23351190,-346,-359.41394073788763,-399.0,-365.5054717286457,-296.22545600014024
23376198,-290,-331.6483644427326,-399.0,-345.1071995108534,-248.97603690402127
23401206,-179,-270.58901866563957,-399.0,-300.2323077263941,-189.1546745837823
23426209,-153,-223.55341119938373,-386.0,-260.4565852059115,-124.21891797126716
23451213,-33,-147.33204671963023,-346.0,-199.007775781423,-56.84884467387914
23476217,25,-78.39922803177814,-302.0,-138.49068364652152,6.672825629868335
23501221,58,-23.83953681906688,-290.0,-85.40750488450799,64.62751800837694
23526225,136,40.09627790855988,-179.0,-25.592892084957143,120.45147562902523
23551229,195,102.05776674513592,-153.0,34.00164800652489,171.29784950731712
23576233,206,143.63466004708155,-33.0,80.46807122924749,216.75011285328938
23601237,248,185.38079602824894,25.0,125.72786247350382,263.58527931183016
