xAccl,yAccl,zAccl,newPosition,time,low-pass_filtered
-10,-6,1018,0,42530198,
-16,-4,1016,0,42555202,
-1,-12,1020,0,42580210,
-26,-6,1020,0,42605217,
-1,-6,1015,0,42630225,
-13,-3,1018,0,42655233,
-5,-10,1019,0,42680236,
-16,-12,1012,0,42705240,
-15,-3,1012,0,42730248,
-2,-12,1024,0,42755252,
-21,-8,1016,0,42780256,
-4,-11,1013,0,42805260,
-12,-4,1015,0,42830263,
-6,-8,1018,0,42855267,
-15,-6,1018,0,42880271,
-9,-7,1013,0,42905275,
-9,-6,1020,0,42930279,
-21,-5,1012,0,42955287,
-11,-4,1016,0,42980290,
-15,-10,1015,0,43005294,
-6,-17,1012,0,43030298,
-17,-5,1027,0,43055302,
-8,-9,1010,0,43080306,
-10,-7,1010,0,43105310,
-12,-13,1017,0,43130317,
-13,-10,1011,0,43155321,
-9,-6,1016,0,43180325,
-10,-13,1004,0,43205329,
-12,-8,1012,0,43230333,
-5,-7,1010,0,43255337,
-9,-5,1016,0,43280340,
-12,-11,1014,0,43305344,
-10,-9,1010,0,43330352,
-9,-15,1010,0,43355352,
-11,-10,1016,0,43380356,
-14,-4,1025,0,43405356,
-11,-7,1014,0,43430363,
-8,-12,1018,0,43455367,
-11,-9,1014,0,43480371,
-12,-1,1014,0,43505375,
-17,-8,1007,0,43530379,
-10,-11,1012,0,43555383,
-47,1,1024,0,43580387,
-53,-1,1030,0,43605391,
-6,-20,1000,0,43630394,
37,-25,982,0,43655402,
69,-14,1013,0,43680406,
69,-15,1010,0,43705410,
120,-31,1002,0,43730413,
169,-34,1019,0,43755421,
134,-16,1008,0,43780425,
158,20,1021,0,43805429,
250,-60,913,0,43830437,
301,-39,971,0,43855441,
388,-60,945,0,43880448,
385,-50,941,0,43905452,
448,-76,868,0,43930456,
532,-64,849,0,43955460,
590,-73,813,0,43980467,
648,-71,801,0,44005475,
645,-72,754,0,44030483,
648,-74,717,0,44055487,
746,-114,688,0,44080494,
775,-159,576,0,44105498,
835,-67,580,0,44130502,
841,-85,538,0,44155506,
863,-81,502,0,44180513,
895,-76,456,0,44205518,
959,-65,385,0,44230523,
916,-71,351,0,44255533,
933,-73,325,0,44280541,
941,-79,275,0,44305551,
1002,-60,230,0,44330558,
1002,-50,202,0,44355566,
992,-65,155,0,44380570,
996,-56,131,0,44405578,
1027,-54,90,0,44430585,
1025,-50,68,0,44455593,
1031,-51,33,0,44480600,
1022,-44,24,0,44505608,
1024,-40,-11,0,44530616,
1026,-46,-38,0,44555626,
1002,-48,-44,0,44580627,
987,-48,-73,0,44605635,
989,-56,-82,0,44630639,
1037,-47,-93,0,44655647,
1017,-24,-105,0,44680654,
1032,-39,-141,0,44705662,
772,-88,-154,0,44730670,
978,-39,-113,0,44755670,
992,-26,-134,0,44780677,
1007,-47,-137,0,44805685,
1005,-35,-142,0,44830689,
1007,-34,-147,0,44855697,
1000,-41,-141,0,44880701,
1013,-39,-141,0,44905701,
1009,-32,-136,0,44930708,
1002,-43,-142,0,44955721,
999,-39,-134,0,44980728,
1003,-42,-133,0,45005728,
1000,-47,-135,0,45030732,
999,-48,-129,0,45055736,
997,-51,-122,0,45080743,
1003,-46,-125,0,45105748,
1001,-48,-120,0,45130752,
1006,-48,-119,0,45155761,
1003,-46,-123,0,45180767,
1005,-47,-119,0,45205770,
990,-47,-109,0,45230781,
1001,-49,-112,0,45255788,
1006,-48,-110,0,45280793,
1002,-46,-102,0,45305799,
1004,-48,-99,0,45330802,
1004,-52,-89,0,45355805,
1004,-51,-89,0,45380813,
1003,-51,-89,0,45405821,
1008,-50,-93,0,45430828,
1007,-51,-90,0,45455836,
1010,-46,-89,0,45480844,
1011,-43,-97,0,45505844,
1006,-47,-101,0,45530851,
1010,-48,-99,0,45555859,
1006,-49,-96,0,45580867,
1007,-46,-96,0,45605867,
1007,-49,-92,0,45630875,
1004,-50,-100,0,45655879,
1008,-47,-95,0,45680882,
1004,-54,-98,0,45705887,
1005,-46,-97,0,45730894,
1006,-48,-94,0,45755894,
1007,-48,-102,0,45780898,
1000,-42,-103,0,45805905,
1002,-39,-99,0,45830909,
1002,-43,-108,0,45855917,
1013,-43,-109,0,45880925,
1004,-41,-112,0,45905932,
1043,-44,-109,0,45930940,
960,-40,-120,0,45955948,
1084,-52,-45,0,45980952,
1099,-81,-16,0,46005959,
1086,-133,-34,0,46030963,
1095,-106,110,0,46055969,
1073,-27,292,0,46080973,
824,-50,403,0,46105977,
885,-4,539,0,46130982,
620,276,839,0,46155989,
566,-5,833,0,46180992,
220,-33,859,0,46205998,
-34,93,886,0,46231002,
-341,130,1006,0,46256006,
-477,114,864,0,46281013,
-544,74,755,0,46306021,
-777,91,606,0,46331025,
-884,76,542,0,46356029,
-1121,-42,386,0,46381036,
-1116,160,273,0,46406044,
-1014,170,239,0,46431048,
-1097,155,128,0,46456052,
-1029,124,72,0,46481059,
-1114,161,9,0,46506063,
-1096,159,55,0,46531067,
-1089,146,39,0,46556075,
-1084,147,83,0,46581079,
-1068,162,169,0,46606084,
-1090,-101,159,0,46631090,
-945,112,266,0,46656094,
-871,162,436,0,46681102,
-613,79,606,0,46706106,
-661,115,733,0,46731113,
-546,51,835,0,46756121,
-379,47,899,0,46781128,
-156,-14,881,0,46806133,
128,29,924,0,46831140,
382,-99,872,0,46856148,
563,-100,791,0,46881152,
790,-56,681,0,46906156,
880,-99,480,0,46931159,
739,-56,476,0,46956167,
853,2,443,0,46981175,
864,-89,212,0,47006175,
1112,-67,170,0,47031182,
1009,-69,92,0,47056186,
1092,-64,84,0,47081190,
1068,-73,80,0,47106198,
1062,-49,98,0,47131202,
1120,-79,61,0,47156206,
1083,-75,189,0,47181209,
1032,-75,265,0,47206217,
895,-43,348,0,47231225,
855,-6,433,0,47256229,
1053,-131,496,0,47281233,
526,31,694,0,47306233,
542,-28,757,0,47331236,
316,11,912,0,47356244,
183,231,914,0,47381248,
78,-32,918,0,47406252,
-202,57,921,0,47431259,
-813,135,937,0,47456263,
-598,71,721,0,47481271,
-628,43,588,0,47506275,
-775,102,481,0,47531279,
-891,256,479,0,47556283,
-975,133,330,0,47581290,
-1048,156,243,0,47606294,
-1070,150,214,0,47631298,
-1069,143,182,0,47656306,
-1034,141,186,0,47681310,
-1080,145,205,0,47706314,
-1003,161,292,0,47731321,
-1060,151,274,0,47756329,
-865,161,363,0,47781337,
-1069,140,456,0,47806340,
-404,102,613,0,47831344,
-737,114,685,0,47856352,
-583,81,802,0,47881356,
-400,55,857,0,47906360,
-274,37,907,0,47931363,
142,-11,936,0,47956367,
261,-1,931,0,47981375,
548,-34,858,0,48006379,
531,-95,725,0,48031383,
887,-18,575,0,48056390,
856,-66,565,0,48081398,
595,-442,382,0,48106406,
912,-99,382,0,48131414,
1043,-127,228,0,48156421,
1029,-58,264,0,48181429,
1046,-61,228,0,48206434,
1012,-79,211,0,48231437,
1035,-76,226,0,48256444,
1004,-70,266,0,48281448,
912,-151,262,0,48306452,
986,-93,381,0,48331456,
922,-139,419,0,48356460,
867,-93,537,0,48381464,
847,-72,668,0,48406468,
572,-46,776,0,48431471,
387,113,903,0,48456475,
70,70,935,0,48481479,
303,-74,879,0,48506487,
-469,126,981,0,48531491,
-280,1,903,0,48556495,
-494,92,837,0,48581498,
-672,93,770,0,48606502,
-789,109,636,0,48631506,
-889,125,566,0,48656514,
-944,117,490,0,48681518,
-931,156,419,0,48706523,
-1035,126,357,0,48731533,
-1032,136,313,0,48756541,
-1040,137,306,0,48781547,
-1032,147,327,0,48806554,
-1011,183,374,0,48831558,
-1049,149,342,0,48856566,
-714,163,572,0,48881570,
-787,68,533,0,48906577,
-912,88,617,0,48931585,
-627,90,744,0,48956593,
-595,46,797,0,48981600,
-426,62,876,0,49006608,
-158,11,910,0,49031616,
-31,32,950,0,49056626,
102,45,959,0,49081633,
355,-57,884,0,49106639,
482,-37,841,0,49131643,
710,12,790,0,49156643,
768,-146,590,0,49181647,
772,-41,586,0,49206654,
918,-40,503,0,49231662,
939,-65,460,0,49256670,
957,-97,351,0,49281677,
997,-77,349,0,49306685,
991,-85,320,0,49331693,
1010,-73,340,0,49356701,
1011,-116,364,0,49381708,
917,-85,400,0,49406717,
969,-81,460,0,49431724,
822,-89,539,0,49456732,
754,-41,652,0,49481736,
509,13,722,0,49506744,
594,-47,773,0,49531752,
406,-3,873,0,49556765,
269,-51,939,0,49581771,
85,20,985,0,49606775,
-283,84,948,0,49631780,
-252,40,935,0,49656788,
-448,54,852,0,49681790,
-706,105,808,0,49706793,
-592,62,688,0,49731798,
-897,105,619,0,49756799,
-959,176,575,0,49781805,
-912,132,503,0,49806813,
-991,139,459,0,49831821,
-998,131,413,0,49856821,
-991,143,423,0,49881828,
-976,210,380,0,49906836,
-894,119,506,0,49931844,
-912,100,469,0,49956844,
-994,116,500,0,49981851,
-853,105,631,0,50006859,
-1066,154,697,0,50031867,
-688,85,780,0,50056867,
-411,58,881,0,50081874,
-451,51,931,0,50106882,
-205,7,946,0,50131890,
154,51,971,0,50156898,
188,-31,943,0,50181901,
380,-39,909,0,50206906,
605,-51,840,0,50231909,
653,-28,773,0,50256917,
646,-62,746,0,50281921,
907,-100,562,0,50306928,
871,-96,511,0,50331936,
848,-98,454,0,50356948,
932,-92,391,0,50381956,
949,-81,404,0,50406963,
992,-79,448,0,50431965,
937,-89,425,0,50456969,
923,-92,454,0,50481977,
903,-46,560,0,50506983,
870,-86,568,0,50531986,
703,-173,602,0,50556992,
691,-64,758,0,50581998,
554,-56,811,0,50607002,
475,-102,843,0,50632009,
123,-25,917,0,50657013,
121,0,945,0,50682021,
52,-87,911,0,50707021,
-255,2,934,0,50732025,
-379,45,909,0,50757029,
-508,79,799,0,50782032,
-684,87,774,0,50807036,
-794,127,680,0,50832044,
-852,98,638,0,50857044,
-887,129,586,0,50882048,
-924,128,545,0,50907052,
-946,120,501,0,50932059,
-954,124,487,0,50957063,
-1049,93,463,0,50982071,
-907,122,542,0,51007079,
-919,98,565,0,51032090,
-931,128,585,0,51057094,
-717,107,690,0,51082102,
-753,109,737,0,51107106,
-676,82,813,0,51132109,
-461,98,912,0,51157113,
-312,66,934,0,51182121,
-85,20,930,0,51207121,
141,-7,962,0,51232128,
117,-30,943,0,51257133,
384,-40,915,0,51282136,
542,-56,854,0,51307144,
535,-66,797,0,51332152,
686,-41,722,0,51357159,
722,-164,582,0,51382167,
854,-68,607,0,51407171,
901,-70,557,0,51432175,
1067,-90,450,0,51457183,
891,-91,484,0,51482186,
923,-74,507,0,51507190,
913,-76,528,0,51532198,
893,-81,543,0,51557202,
836,-70,597,0,51582209,
857,-91,662,0,51607213,
737,-148,639,0,51632217,
577,-51,803,0,51657221,
550,-85,843,0,51682229,
394,-48,904,0,51707229,
316,-7,932,0,51732233,
-26,-15,1009,0,51757237,
66,-22,925,0,51782240,
-257,54,964,0,51807244,
-401,57,897,0,51832248,
-601,97,828,0,51857252,
-662,72,774,0,51882256,
-704,86,720,0,51907260,
-827,103,661,0,51932267,
-795,92,617,0,51957271,
-874,115,589,0,51982279,
-909,107,564,0,52007283,
-878,107,561,0,52032290,
-918,132,512,0,52057298,
-815,104,579,0,52082302,
-906,116,626,0,52107306,
-813,142,662,0,52132310,
-703,86,776,0,52157314,
-607,55,783,0,52182317,
-490,36,866,0,52207321,
-418,30,916,0,52232329,
-295,43,939,0,52257333,
-199,61,970,0,52282340,
136,6,982,0,52307344,
213,-22,951,0,52332352,
395,-16,933,0,52357356,
440,-68,867,0,52382360,
433,-24,803,0,52407367,
649,-56,740,0,52432375,
811,-42,668,0,52457383,
828,-139,596,0,52482390,
827,-118,572,0,52507398,
856,-73,577,0,52532402,
863,-81,564,0,52557406,
857,-88,570,0,52582413,
836,-80,601,0,52607421,
663,-136,554,0,52632425,
542,-295,719,0,52657430,
662,-68,753,0,52682437,
631,-96,772,0,52707437,
553,-5,877,0,52732440,
320,-45,910,0,52757444,
208,-10,942,0,52782452,
-2,26,1003,0,52807456,
84,-64,935,0,52832460,
-70,-23,935,0,52857464,
-305,63,931,0,52882471,
-474,33,873,0,52907479,
-618,45,824,0,52932487,
-692,78,775,0,52957491,
-770,94,755,0,52982494,
-823,88,683,0,53007498,
-808,100,655,0,53032506,
-843,104,624,0,53057506,
-843,104,625,0,53082510,
-859,106,631,0,53107514,
-801,101,682,0,53132522,
-798,105,697,0,53157533,
-792,74,715,0,53182540,
-602,87,787,0,53207550,
-500,55,851,0,53232558,
-414,92,901,0,53257566,
-283,83,947,0,53282570,
-249,16,966,0,53307570,
-151,34,979,0,53332577,
61,1,975,0,53357585,
196,0,957,0,53382589,
395,-43,941,0,53407593,
454,-41,876,0,53432601,
575,-30,843,0,53457608,
733,-85,772,0,53482616,
699,-105,724,0,53507626,
681,-9,753,0,53532627,
793,-93,639,0,53557635,
780,-75,632,0,53582643,
826,-74,639,0,53607651,
811,-63,647,0,53632654,
814,-98,613,0,53657662,
654,-148,700,0,53682670,
682,-116,764,0,53707670,
617,-58,755,0,53732677,
495,-51,840,0,53757685,
458,-33,883,0,53782693,
352,-53,951,0,53807697,
175,-2,957,0,53832701,
36,-17,981,0,53857701,
-154,20,976,0,53882708,
-16,-15,933,0,53907720,
-536,59,970,0,53932728,
-420,45,914,0,53957728,
-580,75,852,0,53982732,
-636,52,801,0,54007736,
-719,88,768,0,54032744,
-774,90,720,0,54057748,
-801,99,694,0,54082752,
-791,97,682,0,54107765,
-794,99,685,0,54132767,
-834,99,672,0,54157771,
-783,100,702,0,54182780,
-725,83,733,0,54207781,
-691,100,768,0,54232790,
-649,62,810,0,54257793,
-534,81,883,0,54282798,
-398,57,920,0,54307802,
-347,21,944,0,54332805,
217,-18,925,0,54357813,
-145,-6,951,0,54382821,
104,-6,994,0,54407821,
225,-7,952,0,54432828,
387,-27,939,0,54457836,
502,-50,900,0,54482844,
604,-55,873,0,54507844,
588,-28,815,0,54532851,
666,-49,783,0,54557859,
746,-70,741,0,54582867,
739,-102,654,0,54607867,
753,-69,687,0,54632874,
740,-60,687,0,54657882,
716,-92,675,0,54682891,
755,-87,713,0,54707894,
643,-61,742,0,54732898,
651,-84,777,0,54757905,
579,-67,843,0,54782909,
429,-56,894,0,54807917,
366,-68,914,0,54832921,
203,-36,978,0,54857921,
96,9,964,0,54882928,
-19,-4,999,0,54907936,
-125,49,999,0,54932940,
-318,18,970,0,54957952,
-374,38,923,0,54982959,
-475,61,896,0,55007963,
-583,69,870,0,55032969,
-636,64,806,0,55057973,
-684,79,783,0,55082977,
-722,78,757,0,55107986,
-759,91,740,0,55132992,
-765,91,729,0,55157998,
-769,92,747,0,55182998,
-749,82,754,0,55208005,
-718,79,775,0,55233013,
-624,66,811,0,55258017,
-552,68,848,0,55283021,
-475,90,907,0,55308029,
-445,40,920,0,55333036,
-337,24,928,0,55358040,
-209,23,967,0,55383044,
72,-36,965,0,55408048,
41,-8,989,0,55433052,
137,-22,980,0,55458056,
266,-37,963,0,55483063,
325,-50,921,0,55508067,
531,-53,885,0,55533071,
531,-47,833,0,55558075,
609,-62,816,0,55583079,
685,-65,785,0,55608084,
670,-46,776,0,55633090,
700,-68,735,0,55658094,
725,-66,735,0,55683102,
737,-38,744,0,55708106,
697,-71,753,0,55733109,
648,-63,781,0,55758113,
599,-56,809,0,55783121,
552,-56,840,0,55808125,
426,-48,897,0,55833132,
356,-57,931,0,55858137,
289,-70,965,0,55883140,
158,-22,954,0,55908144,
-202,89,1050,0,55933148,
-116,82,1017,0,55958152,
-133,-23,944,0,55983156,
-245,5,928,0,56008160,
-397,28,911,0,56033167,
-516,69,898,0,56058171,
-573,64,852,0,56083179,
-639,69,820,0,56108183,
-674,70,793,0,56133186,
-696,78,775,0,56158190,
-723,86,772,0,56183198,
-712,79,775,0,56208198,
-701,82,776,0,56233202,
-667,70,795,0,56258206,
-696,51,816,0,56283213,
-533,85,878,0,56308217,
-526,38,882,0,56333221,
-413,49,923,0,56358229,
-353,-2,934,0,56383233,
-250,23,973,0,56408236,
-86,24,969,0,56433240,
-3,-29,988,0,56458244,
94,-20,977,0,56483248,
224,-7,967,0,56508252,
420,1,986,0,56533259,
443,-39,905,0,56558267,
502,-52,873,0,56583271,
530,-55,840,0,56608275,
601,-63,804,0,56633279,
666,-77,780,0,56658283,
669,-71,777,0,56683290,
683,-67,774,0,56708294,
742,-131,749,0,56733302,
653,-85,777,0,56758306,
634,-93,810,0,56783310,
532,-55,844,0,56808313,
558,-69,852,0,56833317,
387,-40,913,0,56858321,
336,-17,926,0,56883329,
186,-46,950,0,56908333,
150,-25,976,0,56933340,
-140,76,1055,0,56958344,
-98,64,1023,0,56983348,
-214,10,960,0,57008352,
-300,50,986,0,57033356,
-416,43,952,0,57058360,
-503,77,929,0,57083367,
-575,67,880,0,57108375,
-576,50,840,0,57133383,
-614,70,829,0,57158387,
-654,70,815,0,57183394,
-674,79,805,0,57208398,
-660,76,814,0,57233406,
-627,67,817,0,57258406,
-602,64,821,0,57283410,
-612,95,857,0,57308414,
-541,63,893,0,57333421,
-464,39,907,0,57358425,
-357,40,943,0,57383433,
-326,20,958,0,57408437,
-238,24,977,0,57433440,
15,22,986,0,57458444,
-3,-21,1008,0,57483452,
106,-22,982,0,57508456,
247,-19,979,0,57533460,
294,-37,959,0,57558467,
428,-35,933,0,57583475,
475,-71,881,0,57608479,
508,-49,862,0,57633483,
587,-59,836,0,57658487,
629,-60,815,0,57683490,
619,-62,804,0,57708498,
611,-62,812,0,57733506,
722,-112,784,0,57758510,
620,-89,814,0,57783514,
545,-52,850,0,57808523,
509,-61,861,0,57833527,
458,-58,897,0,57858535,
390,-57,924,0,57883541,
323,-29,955,0,57908550,
325,-80,931,0,57933558,
195,-33,969,0,57958566,
-85,25,1000,0,57983570,
-179,25,1043,0,58008570,
-315,56,995,0,58033577,
-319,58,994,0,58058585,
-386,50,959,0,58083593,
-433,36,918,0,58108601,
-503,54,895,0,58133608,
-590,57,855,0,58158616,
-607,63,847,0,58183626,
-613,69,839,0,58208633,
-615,77,838,0,58233639,
-617,78,842,0,58258643,
-574,65,861,0,58283647,
-574,79,866,0,58308647,
-542,70,881,0,58333654,
-473,51,915,0,58358662,
-399,48,941,0,58383670,
-316,44,958,0,58408678,
-225,15,973,0,58433685,
365,-56,1018,0,58458693,
-28,-23,986,0,58483701,
40,-3,996,0,58508708,
152,-23,975,0,58533721,
226,-27,964,0,58558724,
274,-42,951,0,58583732,
357,-55,906,0,58608736,
432,-48,905,0,58633744,
505,-60,871,0,58658752,
558,-57,860,0,58683765,
574,-64,838,0,58708771,
578,-60,844,0,58733781,
568,-63,834,0,58758788,
556,-50,838,0,58783790,
563,-73,845,0,58808793,
533,-70,876,0,58833798,
432,-43,910,0,58858799,
414,-54,911,0,58883805,
338,-36,957,0,58908813,
259,-63,962,0,58933821,
111,17,988,0,58958828,
161,-50,993,0,58983836,
24,-25,989,0,59008844,
-75,30,990,0,59033851,
-101,-23,968,0,59058859,
-258,31,980,0,59083867,
-403,51,973,0,59108867,
-434,36,927,0,59133875,
-487,49,910,0,59158882,
-542,49,890,0,59183890,
-548,56,867,0,59208898,
-569,55,870,0,59233905,
-569,59,860,0,59258913,
-600,65,856,0,59283921,
-557,62,893,0,59308921,
-546,45,905,0,59333928,
-478,46,912,0,59358936,
-410,38,936,0,59383948,
-368,35,946,0,59408948,
-251,29,973,0,59433956,
-221,15,978,0,59458963,
-158,-12,993,0,59483969,
-27,-8,1006,0,59508977,
101,-10,1010,0,59533986,
165,-15,985,0,59558992,
254,-28,972,0,59583998,
322,-36,956,0,59609002,
400,-61,917,0,59634009,
455,-48,915,0,59659013,
514,-62,886,0,59684017,
514,-56,876,0,59709021,
527,-59,873,0,59734025,
545,-61,866,0,59759029,
547,-70,858,0,59784036,
490,-44,876,0,59809044,
491,-66,885,0,59834051,
453,-38,912,0,59859059,
417,-60,930,0,59884067,
314,-44,947,0,59909071,
264,-44,964,0,59934079,
185,-31,978,0,59959084,
69,-33,990,0,59984090,
30,-30,992,0,60009094,
-71,-33,993,0,60034098,
-129,10,987,0,60059102,
-287,38,990,0,60084105,
-358,59,966,0,60109113,
-392,51,959,0,60134121,
-424,45,926,0,60159125,
-466,41,908,0,60184129,
-515,55,898,0,60209136,
-548,63,904,0,60234144,
-545,59,890,0,60259148,
-531,52,890,0,60284156,
-483,54,904,0,60309159,
-456,59,928,0,60334167,
-450,49,920,0,60359171,
-437,48,938,0,60384179,
-393,60,963,0,60409183,
-319,19,968,0,60434190,
-227,18,975,0,60459194,
-67,-14,990,0,60484202,
-59,12,996,0,60509206,
-9,-8,996,0,60534213,
146,-1,1007,0,60559217,
225,-34,1008,0,60584221,
261,-43,981,0,60609229,
320,-21,945,0,60634236,
369,-27,932,0,60659240,
414,-33,923,0,60684248,
476,-61,903,0,60709252,
487,-63,898,0,60734259,
503,-54,893,0,60759264,
494,-53,891,0,60784271,
501,-78,881,0,60809275,
465,-61,897,0,60834279,
442,-64,910,0,60859283,
433,-67,913,0,60884286,
254,-37,986,0,60909290,
273,-35,971,0,60934294,
196,-22,979,0,60959298,
132,-25,976,0,60984306,
88,-25,997,0,61009310,
-74,6,1013,0,61034313,
-91,-5,998,0,61059317,
-142,8,989,0,61084321,
-216,-38,963,0,61109325,
-328,33,954,0,61134333,
-362,31,948,0,61159337,
-427,36,939,0,61184340,
-451,46,918,0,61209344,
-479,48,917,0,61234348,
-492,53,912,0,61259352,
-484,47,912,0,61284356,
-456,45,921,0,61309360,
-465,40,915,0,61334363,
-431,33,929,0,61359368,
-394,35,952,0,61384371,
-341,20,952,0,61409375,
-258,21,985,0,61434383,
-219,22,988,0,61459387,
-165,29,1007,0,61484394,
-53,-11,1003,0,61509398,
21,-9,995,0,61534402,
74,-14,997,0,61559410,
158,-24,992,0,61584414,
228,-20,989,0,61609417,
336,-42,958,0,61634421,
361,-50,945,0,61659429,
408,-61,925,0,61684433,
417,-52,924,0,61709437,
445,-48,916,0,61734440,
456,-53,910,0,61759444,
450,-46,914,0,61784452,
461,-53,925,0,61809456,
393,-54,935,0,61834464,
375,-36,943,0,61859468,
371,-48,938,0,61884475,
354,-42,944,0,61909483,
242,-27,972,0,61934490,
213,-40,978,0,61959495,
119,-27,989,0,61984502,
81,-5,973,0,62009506,
-27,3,1019,0,62034510,
-139,20,1032,0,62059514,
-134,22,999,0,62084522,
-249,38,991,0,62109527,
-383,-42,944,0,62134535,
-373,35,968,0,62159547,
-336,22,945,0,62184551,
-404,35,941,0,62209558,
-426,36,931,0,62234566,
-442,40,934,0,62259570,
-433,40,923,0,62284577,
-498,56,924,0,62309585,
-430,28,928,0,62334589,
-347,54,950,0,62359593,
-340,34,964,0,62384600,
-321,33,964,0,62409608,
-260,19,964,0,62434616,
-227,-1,978,0,62459626,
-126,9,994,0,62484627,
-76,3,1013,0,62509635,
14,-7,1008,0,62534643,
50,-11,1011,0,62559647,
109,-26,984,0,62584654,
163,-29,976,0,62609662,
198,-43,964,0,62634670,
260,-30,987,0,62659670,
327,-36,958,0,62684678,
356,-43,935,0,62709685,
395,-52,930,0,62734693,
411,-49,930,0,62759697,
402,-40,929,0,62784704,
427,-62,924,0,62809717,
357,-32,943,0,62834721,
330,-27,964,0,62859724,
340,-51,957,0,62884732,
279,-38,965,0,62909736,
239,-34,966,0,62934740,
188,-37,986,0,62959744,
152,-38,987,0,62984752,
119,-38,972,0,63009765,
-85,24,1041,0,63034771,
-170,46,1031,0,63059774,
-126,11,990,0,63084777,
-217,19,1007,0,63109781,
-216,11,981,0,63134790,
-342,19,977,0,63159793,
-330,22,964,0,63184798,
-358,31,941,0,63209799,
-375,35,955,0,63234805,
-409,38,946,0,63259813,
-400,37,940,0,63284821,
-400,38,938,0,63309828,
-292,61,972,0,63334836,
-349,38,961,0,63359844,
-321,23,969,0,63384851,
-279,30,989,0,63409859,
-235,18,977,0,63434867,
-223,18,982,0,63459867,
-41,-25,994,0,63484874,
-97,-3,998,0,63509882,
-21,2,1002,0,63534891,
61,-1,1009,0,63559898,
121,-21,1008,0,63584905,
167,-30,995,0,63609913,
231,-15,997,0,63634921,
279,-34,978,0,63659921,
266,-28,973,0,63684928,
391,-57,956,0,63709936,
354,-37,952,0,63734948,
370,-51,939,0,63759948,
374,-41,940,0,63784956,
375,-53,944,0,63809963,
361,-44,954,0,63834969,
381,-56,959,0,63859973,
305,-38,959,0,63884977,
258,-37,978,0,63909983,
204,-27,987,0,63934988,
179,-38,978,0,63959992,
109,-12,1001,0,63984998,
68,-3,980,0,64009998,
-62,12,1030,0,64035005,
-37,-17,993,0,64060013,
-131,13,1000,0,64085017,
-111,-16,994,0,64110021,
-189,11,987,0,64135025,
-199,25,989,0,64160029,
-304,32,973,0,64185036,
-340,33,965,0,64210044,
-359,27,961,0,64235051,
-373,35,961,0,64260059,
-367,29,945,0,64285067,
-383,26,957,0,64310075,
-346,34,964,0,64335084,
-330,35,972,0,64360090,
-300,29,975,0,64385094,
-254,22,977,0,64410102,
-205,21,992,0,64435106,
-205,16,996,0,64460113,
-106,-7,998,0,64485121,
-11,-2,1020,0,64510125,
-25,-2,1006,0,64535133,
44,-11,1007,0,64560140,
87,-13,999,0,64585144,
140,-28,990,0,64610152,
228,-33,985,0,64635159,
220,-27,981,0,64660167,
205,-36,969,0,64685175,
281,-44,964,0,64710175,
321,-46,960,0,64735179,
328,-34,956,0,64760183,
332,-34,955,0,64785190,
342,-46,958,0,64810194,
350,-56,968,0,64835202,
300,-25,973,0,64860206,
259,-33,979,0,64885213,
228,-36,979,0,64910221,
222,-35,979,0,64935229,
132,-22,997,0,64960236,
125,-58,991,0,64985244,
28,-9,1016,0,65010252,
-14,5,1013,0,65035260,
-4,-28,988,0,65060267,
-52,-28,987,0,65085271,
-184,8,993,0,65110275,
-199,14,995,0,65135279,
-124,5,967,0,65160283,
-258,17,977,0,65185290,
-294,30,982,0,65210298,
-319,27,969,0,65235306,
-326,30,970,0,65260313,
-322,22,962,0,65285321,
-324,31,968,0,65310329,
-319,29,968,0,65335336,
-299,33,979,0,65360344,
-256,23,978,0,65385352,
-232,14,985,0,65410352,
-207,19,994,0,65435359,
-151,3,994,0,65460364,
-85,6,1014,0,65485367,
-47,2,1015,0,65510375,
-7,-7,1011,0,65535379,
43,-9,1007,0,65560383,
69,-20,1009,0,65585390,
140,-21,1002,0,65610394,
183,-24,997,0,65635402,
246,-36,985,0,65660406,
270,-48,978,0,65685413,
271,-35,977,0,65710421,
291,-37,972,0,65735429,
295,-36,971,0,65760429,
286,-38,968,0,65785437,
307,-42,972,0,65810444,
234,-39,967,0,65835452,
237,-31,976,0,65860460,
212,-26,988,0,65885467,
209,-33,990,0,65910475,
182,-33,992,0,65935483,
104,-20,1007,0,65960483,
47,-1,1013,0,65985487,
35,-13,998,0,66010491,
-20,-6,1024,0,66035498,
-39,-9,1004,0,66060506,
-74,-16,1000,0,66085510,
-132,7,993,0,66110514,
-217,21,1001,0,66135522,
-193,-7,990,0,66160533,
-269,19,997,0,66185540,
-272,20,975,0,66210550,
-270,30,984,0,66235558,
-297,23,977,0,66260566,
-277,20,978,0,66285570,
-351,28,973,0,66310570,
-295,19,969,0,66335577,
-228,30,987,0,66360585,
-231,16,995,0,66385593,
-194,15,993,0,66410601,
-170,13,1008,0,66435608,
-131,5,1003,0,66460616,
-73,-6,1008,0,66485626,
-24,-2,1010,0,66510627,
-47,5,1007,0,66535635,
60,-26,1001,0,66560643,
66,-27,1004,0,66585647,
122,-18,998,0,66610654,
148,-11,997,0,66635662,
175,-30,994,0,66660670,
228,-39,987,0,66685677,
230,-25,982,0,66710685,
269,-27,981,0,66735693,
252,-38,978,0,66760701,
257,-35,980,0,66785708,
260,-34,976,0,66810721,
265,-51,976,0,66835728,
